Var1,Var2
37.5663762655683,8.11568649226208
29.6915038767721,26.3006325348555
56.4471768041778,102.87374899365
85.9620982400672,67.4100604943949
101.523815253049,37.2626584377989
69.1739684993235,36.3116234486279
5.68547850677343,117.412819679319
15.1287835725784,108.757042897872
93.9341010754764,32.8160818942978
17.2339719187899,20.264534170667
68.2153364886702,73.8221249580647
94.3248912043812,90.740438199621
73.0194308005716,18.3623231886061
92.3148278760086,6.57335560045709
52.3174417074377,75.8362995339398
29.1220449552494,81.2784702997356
35.0829862035437,91.0162345290345
44.2607618691761,92.2340369363684
58.1497764613025,45.7654542245931
29.4720765047297,46.085905151971
57.1380645954373,95.9304630411401
102.651927648622,11.6763918936051
104.089233628904,61.5575043141124
39.2848477645654,12.3829900196199
23.8172965989204,107.408996737761
33.4081934957096,84.6612692550389
111.53483530337,13.1276085828937
97.5803427336089,100.108104030086
29.5964954342166,77.4608347228424
2.17779513113653,58.5432083770321
62.8289838645391,69.6290950159748
32.7040237846091,14.0989310586654
52.833553762921,115.103053537664
102.599011618105,31.0540161736131
61.5167732508208,60.4079138582319
92.3045383668426,64.2631953061453
80.7529764996746,35.2478744582989
117.825017036934,69.0823284085306
94.5788308043781,36.1313839399814
118.196250625689,50.7076330563738
37.2687330173764,118.699356498236
68.2462812154114,67.1687076961403
38.3061688925767,64.9509374484602
114.411912445604,22.9855859725917
26.0644158105448,101.400457128036
19.78158389548,6.24023533052704
31.4156410052745,66.1141298571373
58.8733130259177,69.684488816639
16.3078220899221,28.0658553866327
110.216442233288,52.975279026338
55.8182650910901,33.8325662349881
77.9424745477372,66.444563431161
89.0164321788593,60.0127567246748
1.69353861225923,32.630367526225
84.9752790929952,100.327101447204
110.460912578398,67.6080234155196
25.0654352881774,53.3906878111805
65.7087172076608,109.193968688008
4.14091282571874,36.4471320700204
106.133135969174,37.952636421335
107.257192981881,111.098968950877
52.4184111249227,41.7672187104331
80.5504268158476,49.1955749119388
101.800935772148,109.15556631914
20.3449023411148,4.79240015194177
37.5686078148273,8.95000727588499
117.111839003367,77.3825201839005
36.2302092137162,103.539165007558
79.133938020057,105.515379500586
17.8841294709064,92.7372329071599
19.4613229619466,50.6368281628061
61.7168309405497,106.430355484518
34.5243412903877,92.5085400814737
98.834385049271,105.64936266221
28.3154755764723,114.379635981605
116.942072969983,31.1828587989129
48.6458642520138,74.6220282729191
79.3009583779428,89.660917083544
17.5456908626491,62.521251795774
47.6293947690489,63.4567800056378
103.512727473627,56.6529407989959
32.2252301760471,105.713532747212
115.749952998386,77.761797090414
115.288335404149,44.3842562922474
119.04187832322,26.9362892237231
111.516442272149,37.6832317328916
27.8823920693161,18.6895301126233
1.81877526385088,69.2784100079596
6.18349711372417,57.8258590731468
49.1174420348656,50.4304728385275
56.1674060985285,117.349447813723
24.7228277862472,89.3625091020524
15.3720982279349,23.9799696525085
56.5125434086438,45.4199520977928
12.7202282623556,76.2009710215787
28.3361840956914,96.2637578032688
113.663963462564,49.2941996947618
118.661007667629,4.79890250512895
41.9110508210596,35.4244779971238
77.7792220010477,103.204960616085
